wine_type,wine_category,food_item,food_category,cuisine,pairing_quality,quality_label,description
Chardonnay,White,pork tenderloin,Pork,Argentinian,2,Poor,Heuristic pairing assessment.
Gamay (Beaujolais),Red,oysters,Seafood,Greek,2,Poor,Tannic reds clash with delicate seafood.
Cava,Sparkling,olives and cheese,Salty Snack,Mexican,4,Good,Heuristic pairing assessment.
Albariño,White,grilled salmon,Seafood,French,4,Good,Crisp acidity suits seafood.
Riesling (dry),White,Indian vindaloo,Spicy,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Merlot,Red,pork tenderloin,Pork,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Port,Fortified,cheese platter,Cheese,German,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,fish tacos,Seafood,Indian,4,Good,Crisp acidity suits seafood.
Port,Fortified,cheesecake,Dessert,Mexican,2,Poor,Heuristic pairing assessment.
Tempranillo,Red,fondue,Cheese,French,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,Indian vindaloo,Spicy,Argentinian,4,Good,Off-dry sweetness calms spice.
Pinot Noir,Red,gazpacho,Acidic,American BBQ,3,Neutral,Acidic wine balances acidic food.
Grüner Veltliner,White,stir-fried tofu,Vegetarian,German,2,Poor,Heuristic pairing assessment.
Grenache,Red,pork tenderloin,Pork,Moroccan,4,Good,Light/medium red suits richer poultry/pork.
Pinot Noir,Red,mushroom risotto,Vegetarian,Italian,3,Neutral,Heuristic pairing assessment.
Grenache,Red,carbonara,Creamy,American BBQ,1,Terrible,Too lean for creamy dish.
Nebbiolo,Red,Sichuan noodles,Spicy,Argentinian,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,caprese salad,Acidic,Italian,4,Good,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,American BBQ,3,Neutral,Heuristic pairing assessment.
Malbec,Red,smoked sausage,Smoky BBQ,Mexican,4,Good,Heuristic pairing assessment.
Chardonnay,White,mac and cheese,Cheese,Vietnamese,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,caprese salad,Acidic,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,mushroom risotto,Vegetarian,German,3,Neutral,Heuristic pairing assessment.
Viognier,White,bacon burger,Pork,Spanish,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,fish tacos,Seafood,Italian,3,Neutral,Crisp acidity suits seafood.
Syrah/Shiraz,Red,smoked sausage,Smoky BBQ,American BBQ,3,Neutral,Heuristic pairing assessment.
Nebbiolo,Red,Thai curry,Spicy,Thai,3,Neutral,Heuristic pairing assessment.
Champagne,Sparkling,grilled salmon,Seafood,Vietnamese,5,Excellent,Crisp acidity suits seafood.
Madeira,Fortified,mac and cheese,Cheese,Korean,3,Neutral,Heuristic pairing assessment.
Chardonnay,White,chicken curry,Poultry,Middle Eastern,4,Good,Lighter wines fit poultry.
Merlot,Red,bacon burger,Pork,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Argentinian,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,citrus salad,Acidic,American BBQ,4,Good,Acidic wine balances acidic food.
Gamay (Beaujolais),Red,shrimp scampi,Seafood,German,2,Poor,Tannic reds clash with delicate seafood.
Malbec,Red,bbq brisket,Red Meat,Korean,4,Good,Tannic red complements red meat fat.
Cabernet Sauvignon,Red,bbq brisket,Red Meat,American BBQ,4,Good,Tannic red complements red meat fat.
Albariño,White,vegetable curry,Vegetarian,Greek,3,Neutral,Heuristic pairing assessment.
Malbec,Red,bbq ribs,Smoky BBQ,Spanish,3,Neutral,Heuristic pairing assessment.
Madeira,Fortified,mac and cheese,Cheese,Japanese,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,grilled burger,Smoky BBQ,Moroccan,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,mushroom risotto,Vegetarian,Vietnamese,3,Neutral,Heuristic pairing assessment.
Grenache,Red,carbonara,Pork,Ethiopian,2,Poor,Too lean for creamy dish.
Ice Wine,Dessert,lemon tart,Dessert,Japanese,5,Excellent,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.
Madeira,Fortified,mac and cheese,Cheese,Argentinian,3,Neutral,Heuristic pairing assessment.
Viognier,White,cheese platter,Cheese,Japanese,3,Neutral,Heuristic pairing assessment.
Champagne,Sparkling,cheese platter,Cheese,German,4,Good,Heuristic pairing assessment.
Nebbiolo,Red,Sichuan noodles,Spicy,American BBQ,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,Thai curry,Spicy,American BBQ,3,Neutral,Heuristic pairing assessment.
Chardonnay,White,carbonara,Creamy,Indian,4,Good,Richer body matches creamy textures.
Chardonnay,White,chicken curry,Poultry,Argentinian,4,Good,Lighter wines fit poultry.
Sangiovese,Red,duck à l’orange,Poultry,Italian,4,Good,Light/medium red suits richer poultry/pork.
Nebbiolo,Red,roast lamb,Red Meat,Moroccan,4,Good,Tannic red complements red meat fat.
Cabernet Sauvignon,Red,bbq brisket,Red Meat,Indian,4,Good,Tannic red complements red meat fat.
Syrah/Shiraz,Red,cheese platter,Cheese,Greek,3,Neutral,Heuristic pairing assessment.
Albariño,White,fish tacos,Seafood,Italian,4,Good,Crisp acidity suits seafood.
Sauvignon Blanc,White,vegetable curry,Vegetarian,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Pinot Noir,Red,gazpacho,Acidic,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,oysters,Seafood,Korean,1,Terrible,Tannic reds clash with delicate seafood.
Grüner Veltliner,White,stir-fried tofu,Vegetarian,Japanese,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,oysters,Seafood,Japanese,3,Neutral,Crisp acidity suits seafood.
Port,Fortified,cheese platter,Cheese,Greek,2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,vegetable curry,Vegetarian,Japanese,3,Neutral,Heuristic pairing assessment.
Malbec,Red,grilled burger,Smoky BBQ,Indian,2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,vegetable curry,Vegetarian,Greek,2,Poor,Heuristic pairing assessment.
Merlot,Red,bacon burger,Pork,Spanish,2,Poor,Heuristic pairing assessment.
Torrontés,White,Indian vindaloo,Spicy,Mexican,3,Neutral,Heuristic pairing assessment.
Cava,Sparkling,charcuterie board,Salty Snack,Ethiopian,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,Argentinian,2,Poor,Heuristic pairing assessment.
Merlot,Red,carbonara,Pork,Spanish,2,Poor,Too lean for creamy dish.
Syrah/Shiraz,Red,bbq ribs,Smoky BBQ,Spanish,3,Neutral,Heuristic pairing assessment.
Cava,Sparkling,shrimp scampi,Seafood,Italian,5,Excellent,Crisp acidity suits seafood.
Nebbiolo,Red,grilled ribeye,Red Meat,Thai,3,Neutral,Heuristic pairing assessment.
Port,Fortified,mac and cheese,Cheese,Middle Eastern,2,Poor,Heuristic pairing assessment.
Albariño,White,shrimp scampi,Seafood,Vietnamese,4,Good,Crisp acidity suits seafood.
Sangiovese,Red,chicken curry,Poultry,Italian,3,Neutral,Heavy wine can dominate poultry.
Madeira,Fortified,fondue,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Torrontés,White,Thai curry,Spicy,Argentinian,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,Ethiopian,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,vegetable curry,Vegetarian,German,3,Neutral,Heuristic pairing assessment.
Grenache,Red,caprese salad,Acidic,French,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,bbq ribs,Smoky BBQ,American BBQ,4,Good,Heuristic pairing assessment.
Malbec,Red,bbq ribs,Smoky BBQ,Mexican,4,Good,Heuristic pairing assessment.
Merlot,Red,bacon burger,Pork,Moroccan,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,chicken curry,Poultry,French,3,Neutral,Heavy wine can dominate poultry.
Nebbiolo,Red,beef stew,Red Meat,Indian,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,Thai curry,Spicy,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Malbec,Red,smoked sausage,Smoky BBQ,Indian,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,bbq brisket,Red Meat,Korean,5,Excellent,Tannic red complements red meat fat.
Grüner Veltliner,White,mushroom risotto,Vegetarian,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Sauvignon Blanc,White,shrimp scampi,Seafood,Middle Eastern,4,Good,Crisp acidity suits seafood.
Grenache,Red,mixed nuts,Salty Snack,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Ethiopian,2,Poor,Heuristic pairing assessment.
Zinfandel,Red,grilled burger,Smoky BBQ,American BBQ,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,gazpacho,Acidic,American BBQ,5,Excellent,Acidic wine balances acidic food.
Chardonnay,White,mac and cheese,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Viognier,White,cheese platter,Cheese,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,cheesecake,Dessert,Vietnamese,3,Neutral,Sweet/sparkling pairs with dessert.
Riesling (dry),White,Thai curry,Spicy,Thai,2,Poor,Heuristic pairing assessment.
Grenache,Red,bacon burger,Pork,Middle Eastern,4,Good,Heuristic pairing assessment.
Champagne,Sparkling,grilled salmon,Seafood,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Malbec,Red,smoked sausage,Smoky BBQ,Korean,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,Indian,3,Neutral,Heuristic pairing assessment.
Albariño,White,mushroom risotto,Vegetarian,Italian,3,Neutral,Heuristic pairing assessment.
Gewürztraminer,White,Indian vindaloo,Spicy,Ethiopian,4,Good,Heuristic pairing assessment.
Grenache,Red,cream of mushroom soup,Creamy,Moroccan,1,Terrible,Too lean for creamy dish.
Nebbiolo,Red,roast lamb,Red Meat,Argentinian,4,Good,Tannic red complements red meat fat.
Sauternes,Dessert,chicken curry,Poultry,German,3,Neutral,Heavy wine can dominate poultry.
Albariño,White,chocolate mousse,Dessert,German,2,Poor,Dry table wine clashes with dessert sweetness.
Albariño,White,vegetable curry,Vegetarian,Korean,3,Neutral,Heuristic pairing assessment.
Malbec,Red,bbq ribs,Smoky BBQ,Argentinian,3,Neutral,Heuristic pairing assessment.
Torrontés,White,Indian vindaloo,Spicy,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Malbec,Red,bbq brisket,Red Meat,Thai,4,Good,Tannic red complements red meat fat.
Sauternes,Dessert,sorbet,Dessert,Moroccan,5,Excellent,Sweet/sparkling pairs with dessert.
Merlot,Red,mixed nuts,Salty Snack,Italian,3,Neutral,Heuristic pairing assessment.
Albariño,White,stir-fried tofu,Vegetarian,Moroccan,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,stir-fried tofu,Vegetarian,French,2,Poor,Heuristic pairing assessment.
Cava,Sparkling,olives and cheese,Salty Snack,Argentinian,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,stir-fried tofu,Vegetarian,Japanese,4,Good,Heuristic pairing assessment.
Chardonnay,White,bacon burger,Pork,American BBQ,3,Neutral,Heuristic pairing assessment.
Syrah/Shiraz,Red,bbq brisket,Red Meat,Thai,5,Excellent,Tannic red complements red meat fat.
Madeira,Fortified,chocolate mousse,Dessert,Thai,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,cheesecake,Dessert,Mexican,3,Neutral,Dry table wine clashes with dessert sweetness.
Sangiovese,Red,citrus salad,Acidic,Thai,4,Good,Acidic wine balances acidic food.
Syrah/Shiraz,Red,roast lamb,Red Meat,Mexican,3,Neutral,Tannic red complements red meat fat.
Torrontés,White,fondue,Cheese,Vietnamese,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,Indian vindaloo,Spicy,Thai,5,Excellent,Off-dry sweetness calms spice.
Pinot Noir,Red,roast chicken with herbs,Poultry,German,5,Excellent,Lighter wines fit poultry.
Madeira,Fortified,mac and cheese,Cheese,French,3,Neutral,Heuristic pairing assessment.
Cava,Sparkling,olives and cheese,Salty Snack,American BBQ,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Vietnamese,3,Neutral,Heuristic pairing assessment.
Viognier,White,duck à l’orange,Poultry,Thai,2,Poor,Heuristic pairing assessment.
Zinfandel,Red,grilled burger,Smoky BBQ,Vietnamese,3,Neutral,Heuristic pairing assessment.
Viognier,White,bacon burger,Pork,Ethiopian,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,roast chicken with herbs,Poultry,Italian,2,Poor,Heavy wine can dominate poultry.
Port,Fortified,chocolate mousse,Dessert,Middle Eastern,2,Poor,Heuristic pairing assessment.
Sangiovese,Red,fondue,Cheese,German,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,roast chicken with herbs,Poultry,German,2,Poor,Heavy wine can dominate poultry.
Port,Fortified,mac and cheese,Cheese,Italian,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,vegetable curry,Vegetarian,Spanish,4,Good,Heuristic pairing assessment.
Gewürztraminer,White,Indian vindaloo,Spicy,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Sangiovese,Red,vegetable curry,Vegetarian,German,3,Neutral,Heuristic pairing assessment.
Nebbiolo,Red,shrimp scampi,Seafood,Vietnamese,1,Terrible,Tannic reds clash with delicate seafood.
Champagne,Sparkling,mixed nuts,Salty Snack,Indian,2,Poor,Heuristic pairing assessment.
Viognier,White,pork tenderloin,Pork,French,2,Poor,Heuristic pairing assessment.
Sangiovese,Red,caprese salad,Acidic,Moroccan,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,Vietnamese,2,Poor,Heuristic pairing assessment.
Viognier,White,carbonara,Pork,Middle Eastern,4,Good,Richer body matches creamy textures.
Grüner Veltliner,White,chocolate mousse,Dessert,Greek,1,Terrible,Dry table wine clashes with dessert sweetness.
Malbec,Red,beef stew,Red Meat,Indian,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,beef stew,Red Meat,Argentinian,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,Indian,3,Neutral,Heuristic pairing assessment.
Grenache,Red,carbonara,Pork,Moroccan,2,Poor,Too lean for creamy dish.
Zinfandel,Red,grilled burger,Smoky BBQ,Moroccan,4,Good,Heuristic pairing assessment.
Nebbiolo,Red,roast lamb,Red Meat,Spanish,3,Neutral,Tannic red complements red meat fat.
Champagne,Sparkling,mixed nuts,Salty Snack,Thai,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,citrus salad,Acidic,Spanish,4,Good,Acidic wine balances acidic food.
Chardonnay,White,carbonara,Creamy,Japanese,4,Good,Richer body matches creamy textures.
Sauvignon Blanc,White,shrimp scampi,Seafood,American BBQ,3,Neutral,Crisp acidity suits seafood.
Chardonnay,White,carbonara,Pork,Korean,3,Neutral,Richer body matches creamy textures.
Grüner Veltliner,White,mushroom risotto,Vegetarian,Italian,3,Neutral,Heuristic pairing assessment.
Merlot,Red,carbonara,Pork,Argentinian,2,Poor,Too lean for creamy dish.
Cava,Sparkling,roast lamb,Red Meat,Argentinian,1,Terrible,Delicate wine overwhelmed by red meat.
Cabernet Sauvignon,Red,roast lamb,Red Meat,Mexican,4,Good,Tannic red complements red meat fat.
Malbec,Red,smoked sausage,Smoky BBQ,Ethiopian,3,Neutral,Heuristic pairing assessment.
Syrah/Shiraz,Red,beef stew,Red Meat,Spanish,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,cheese platter,Cheese,French,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,bacon burger,Pork,Mexican,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,mushroom risotto,Vegetarian,German,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,gazpacho,Acidic,Japanese,4,Good,Acidic wine balances acidic food.
Albariño,White,shrimp scampi,Seafood,Italian,5,Excellent,Crisp acidity suits seafood.
Syrah/Shiraz,Red,bbq brisket,Red Meat,American BBQ,3,Neutral,Tannic red complements red meat fat.
Syrah/Shiraz,Red,grilled burger,Smoky BBQ,American BBQ,4,Good,Heuristic pairing assessment.
Sangiovese,Red,chicken curry,Poultry,Moroccan,1,Terrible,Heavy wine can dominate poultry.
Sauternes,Dessert,sorbet,Dessert,Moroccan,4,Good,Sweet/sparkling pairs with dessert.
Albariño,White,vegetable curry,Vegetarian,Vietnamese,3,Neutral,Heuristic pairing assessment.
Grenache,Red,carbonara,Creamy,Japanese,2,Poor,Too lean for creamy dish.
Cava,Sparkling,fish tacos,Seafood,Ethiopian,3,Neutral,Crisp acidity suits seafood.
Port,Fortified,mac and cheese,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Ethiopian,4,Good,Heuristic pairing assessment.
Gamay (Beaujolais),Red,shrimp scampi,Seafood,Middle Eastern,2,Poor,Tannic reds clash with delicate seafood.
Merlot,Red,mixed nuts,Salty Snack,Mexican,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Moroccan,3,Neutral,Heuristic pairing assessment.
Port,Fortified,mac and cheese,Cheese,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Malbec,Red,roast lamb,Red Meat,Indian,5,Excellent,Tannic red complements red meat fat.
Syrah/Shiraz,Red,smoked sausage,Smoky BBQ,Japanese,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Ethiopian,3,Neutral,Heuristic pairing assessment.
Nebbiolo,Red,Indian vindaloo,Spicy,Argentinian,2,Poor,High tannin intensifies spice heat.
Tempranillo,Red,caprese salad,Acidic,Ethiopian,2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,vegetable curry,Vegetarian,German,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Nebbiolo,Red,grilled ribeye,Red Meat,Italian,4,Good,Heuristic pairing assessment.
Champagne,Sparkling,mac and cheese,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,lemon tart,Dessert,German,5,Excellent,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.
Nebbiolo,Red,Sichuan noodles,Spicy,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Grenache,Red,bacon burger,Pork,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Albariño,White,oysters,Seafood,French,5,Excellent,Idealized perfect pairing example for contrast.
Cava,Sparkling,mixed nuts,Salty Snack,Argentinian,2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,duck à l’orange,Poultry,Vietnamese,5,Excellent,Light/medium red suits richer poultry/pork.
Malbec,Red,bbq ribs,Smoky BBQ,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,vegetable curry,Vegetarian,Japanese,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,Indian vindaloo,Spicy,Thai,3,Neutral,Off-dry sweetness calms spice.
Syrah/Shiraz,Red,bbq brisket,Red Meat,Korean,5,Excellent,Tannic red complements red meat fat.
Chardonnay,White,pork tenderloin,Pork,Korean,4,Good,Heuristic pairing assessment.
Cava,Sparkling,oysters,Seafood,Italian,4,Good,Crisp acidity suits seafood.
Merlot,Red,pork tenderloin,Pork,Italian,3,Neutral,Light/medium red suits richer poultry/pork.
Sauternes,Dessert,olives and cheese,Salty Snack,Vietnamese,4,Good,Heuristic pairing assessment.
Cava,Sparkling,grilled salmon,Seafood,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,smoked sausage,Smoky BBQ,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Viognier,White,cream of mushroom soup,Creamy,Spanish,4,Good,Richer body matches creamy textures.
Malbec,Red,grilled burger,Smoky BBQ,Thai,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,charcuterie board,Salty Snack,Japanese,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,vegetable curry,Vegetarian,Japanese,3,Neutral,Heuristic pairing assessment.
Malbec,Red,smoked sausage,Smoky BBQ,Spanish,3,Neutral,Heuristic pairing assessment.
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,Moroccan,4,Good,Heuristic pairing assessment.
